0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,,761,57,3,4934,151,6,46,230,,3,0,46,05db9164,1612be27,b00d1501,d16679b9,25c83c98,7e0ccccf,58bfa98e,1f89b562,a73ee510,92ea8417,72a65bcc,e0d76380,b8fee572,07d13a8f,cbffe0e5,1203a270,3486227d,ce500fd8,21ddcdc9,5840adea,73d06dde,,423fab69,aee52b6f,cb079c2d,984e0db0
0,1,0,158,35,31,41,1,36,35,1,1,,35,68fd1e64,0468d672,6ca29110,f0da0308,25c83c98,fbad5c96,d6c6af4e,0b153874,a73ee510,4c783419,2181d913,0869abd6,1e750733,1adce6ef,4f3b3616,ca6d17f6,d4bb7bd8,9880032b,21ddcdc9,5840adea,066228d7,,423fab69,166ad104,ea9a246c,984e0db0
0,0,0,4,28,4,1042,1,13,937,0,1,,14,05db9164,2f86bdee,,,4cf72387,7e0ccccf,dced2023,5b392875,a73ee510,c66c383e,ac60dfda,,d100e0ca,07d13a8f,e04ac6ba,,d4bb7bd8,e1bdfb13,,,,,32c7478e,,,
0,1,1,158,,352,140,1,33,32,1,1,,,75ac2fe6,38a947a1,29c7516f,4859631e,f281d2a7,fbad5c96,b45db245,0b153874,a73ee510,8e54038a,aadb87b9,7e6b66ea,e9332a03,07d13a8f,6720ab1c,9a72169e,3486227d,d0505ef3,,,c903c980,c9d4222a,c7dc6720,d43818d8,,
0,1,0,3,4,1,0,1,3,76,1,1,1,0,05db9164,942f9a8d,edad3109,f763f00a,25c83c98,,d3f2ae29,0b153874,a73ee510,a15782e2,c4adf918,3c8a017d,85dbe138,b28479f6,ac182643,d53c0300,27c07bd6,1f868fdd,315ba0e1,b1252a9d,74ea2c70,,32c7478e,3fdb382b,001f3601,49d68486
0,1,0,6,6,629,33,7,42,120,0,3,0,6,68fd1e64,38a947a1,16da655e,e3679b95,25c83c98,fe6b92e5,4e134c03,0b153874,a73ee510,6b0369ff,e3205ff0,74906f90,b688506c,07d13a8f,750d1068,925e59a8,e5ba7672,a866c2a1,,,30ec1dcf,c9d4222a,32c7478e,5a3afc28,,
1,12,0,1,,325,2,39,20,181,2,7,0,,287e684f,78ccd99e,00251085,a8d889fb,25c83c98,fbad5c96,95c3fea9,5b392875,a73ee510,cf05f704,b9ec9192,f4011ba2,df5886ca,64c94865,7cfbc0ba,8b42201e,e5ba7672,e7e991cb,37c0d2e7,a458ea53,0fb44dbd,,c7dc6720,c02e0ecf,60c2b362,2f010591
0,,0,,9,1517,,0,22,92,,0,,9,05db9164,08d6d899,03942b3f,afe92929,25c83c98,fe6b92e5,8ce3a35f,1f89b562,a73ee510,3b08e48b,c8e7f509,e977ae2f,6e8ef725,07d13a8f,41f10449,82f06a35,776ce399,698d1c68,,,08119c8b,,32c7478e,f96a556f,,
0,,1,4,1,,,0,2,1,,0,,1,8cf07265,8084ee93,d032c263,c18be181,25c83c98,7e0ccccf,af0809a5,1f89b562,7cc72ec2,3b08e48b,9e12e146,dfbb09fb,025225f2,b28479f6,b2ff8c6b,84898b2a,2005abd1,52e44668,,,0014c32a,,be7c41b4,3b183c5c,,
0,0,0,3,1,8442,198,1,2,35,0,1,,1,8cf07265,2a69d406,e4ae1bdf,13508380,25c83c98,7e0ccccf,1662de8f,0b153874,a73ee510,e8c6d5af,dd244141,bd850dd8,468f0632,07d13a8f,3b2d8705,1f8d01ec,d4bb7bd8,642f2610,5ce524d1,b1252a9d,1c671bf4,,be7c41b4,45ab94c8,2bf691b1,c84c4aec
1,1,1,1,17,581,36,1,32,34,1,1,,17,41edac3d,4f25e98b,692928f0,0cb4e6e2,25c83c98,,64917feb,0b153874,a73ee510,3b08e48b,f045731b,1949c373,252ee845,07d13a8f,dfab705f,1755699d,d4bb7bd8,7ef5affa,712d530c,a458ea53,c240fec6,,32c7478e,1a408fdf,001f3601,a192099e
0,1,7,1,9,38,16,1,6,9,1,1,,9,05db9164,2c16a946,fdb50970,64712dc5,384874ce,7e0ccccf,60be2adb,1f89b562,a73ee510,36b9a208,8139d33e,2eba67ae,b0ff1de2,b28479f6,3628a186,384d2714,d4bb7bd8,e4ca448c,,,0f4d4f1a,,3a171ecb,9117a34a,,
0,0,769,,,3612,39,19,0,5,0,2,,,be589b51,e9ac66c5,8043da99,9a5d2597,25c83c98,fbad5c96,1c86e0eb,0b153874,a73ee510,0a164266,755e4a50,2845d8c6,5978055e,32813e21,c5bbd8ea,8a40be9e,e5ba7672,e85b49c7,,,c7290aec,,3a171ecb,b870aae5,,
0,17,0,3,2,41,1,22,28,29,2,3,0,1,05db9164,06174070,a3829614,b0ed6de7,25c83c98,,b87f4a4a,0b153874,a73ee510,2124a520,319687c9,3b917db0,62036f49,b28479f6,62615981,12e989e9,3486227d,836a11e3,a34d2cf6,5840adea,9179411e,,32c7478e,1793a828,e8b83407,fa3124de
1,6,41,,2,289,15,12,10,150,1,3,,15,05db9164,e112a9de,af5655e7,22504558,43b19349,7e0ccccf,c32eaa9e,5b392875,a73ee510,25ddaad7,5491e76f,252162ec,4d8e7d98,1adce6ef,4267a81c,776f5665,3486227d,3dde2dc8,,,5c7c443c,,423fab69,8f079aa5,,
0,2,1,1,,1211,45,2,22,22,1,1,,,05db9164,1cfdf714,737c1470,3bee5b97,25c83c98,7e0ccccf,eba9a360,0b153874,a73ee510,e3629c5f,f52829dc,8a4d8e46,64f8e14f,d2dfe871,ca8b2a1a,e5bd6255,07c540c4,e88ffc9d,55dd3565,a458ea53,f68b38fe,,3a171ecb,3fdb382b,cb079c2d,39bf9f5b
0,,5,7,,31389,,,1,,,,,,5a9ed9b0,38a947a1,,,25c83c98,7e0ccccf,7f2c5a6e,37e4aa92,a73ee510,bbaa2887,d21494f8,,f47f13e4,64c94865,40a510d5,,e5ba7672,5e8bcf8b,,,,,32c7478e,,,
1,2,0,58,1,524,38,2,21,37,1,1,,1,68fd1e64,3ab4d7f5,109ddc69,73ad28a8,25c83c98,7e0ccccf,5df71803,25239412,a73ee510,3d6b0efe,a9b84bd5,d72a8b65,cdc2ccda,1adce6ef,e952ec4a,4b6488bc,3486227d,b76fb0de,21ddcdc9,a458ea53,6f393b20,,423fab69,65e74c52,c9f3bea7,8f72e5eb
0,0,1,3,2,1440,5,23,4,9,0,6,,2,24eda356,73a46ff0,b9ec2c57,16137274,25c83c98,,3d384ecf,0b153874,a73ee510,5b0cd9c0,93bc0a6a,a3e1237f,f3747bf1,1adce6ef,d57668e2,c4448aa4,e5ba7672,da507f45,21ddcdc9,b1252a9d,945a177a,,32c7478e,fe1033e1,ea9a246c,4d0fba79
0,,4,,1,6691,27,2,7,39,,1,1,1,05db9164,b961056b,dcab504e,6321bf30,25c83c98,fe6b92e5,6855ef53,0b153874,a73ee510,3b08e48b,b7094596,acb44480,1f9d2c38,07d13a8f,c9e96939,1b5dadce,3486227d,5a6878f5,,,5baf84fe,ad3062eb,32c7478e,71292dbb,,
0,,9,1,1,7030,1669,0,9,24,,0,,1,68fd1e64,421b43cd,4da6d003,29998ed1,25c83c98,,82f666b6,0b153874,a73ee510,015ac893,e51ddf94,6aaba33c,3516f6e6,b28479f6,e1ac77f7,b041b04a,e5ba7672,2804effd,,,723b4dfd,,3a171ecb,b34f3128,,
0,,173,7,18,1568,,0,23,31,,0,,18,05db9164,4f25e98b,8302b068,9f43a1b5,25c83c98,fe6b92e5,5ff926ae,5b392875,a73ee510,b399d729,864d33c2,d754a848,34786fb9,b28479f6,99637b25,87140baa,1e88c74f,c04ce6df,21ddcdc9,b1252a9d,d9bd2fe2,c9d4222a,32c7478e,9117a34a,001f3601,54ca28ff
0,1,165,8,4,1380,11,3,13,100,1,3,,4,fbc55dae,1cfdf714,54e075b6,228a69e6,25c83c98,3bf701e7,eba9a360,0b153874,a73ee510,89be0406,f52829dc,26f7f089,64f8e14f,b28479f6,d355626a,38d82a23,e5ba7672,6a74e011,7324dc45,a458ea53,e596091b,,3a171ecb,7939255b,cb079c2d,bc33111f
0,,24,6,4,40104,21,2,12,14,,0,,4,68fd1e64,38a947a1,010a5a81,520e87c6,25c83c98,7e0ccccf,90a2c015,0b153874,a73ee510,06012307,0f736a0c,5bfa7585,3af886ff,b28479f6,3565b499,bc3e9121,e5ba7672,63d354f8,,,f96c2136,,423fab69,67442292,,
0,1,0,15,4,2,1,55,11,65,1,5,1,0,68fd1e64,c5fe64d9,fdd14ae2,8b7d76a3,4cf72387,fbad5c96,e7351254,5b392875,a73ee510,b2384ece,9a660f03,07cecd0e,3dffcbec,f862f261,74438fb6,d08de474,8efede7f,c235abed,245e2acd,a458ea53,26e36622,,55dd3565,3fdb382b,33d94071,49d68486
0,,0,45,4,233526,,0,5,8,,0,,4,68fd1e64,1cfdf714,7fded729,cb058a05,25c83c98,7e0ccccf,c86e8c6b,0b153874,7cc72ec2,853f0ce5,4d8549da,9a530bf4,51b97b8f,0601d3b5,f107d273,5df0ff42,e5ba7672,e88ffc9d,55dd3565,a458ea53,b830a9f1,ad3062eb,3a171ecb,3fdb382b,cb079c2d,49d68486
1,0,68,,4,6962,,0,4,1,0,0,,4,68fd1e64,38a947a1,bd16453c,b89fd40f,25c83c98,fbad5c96,ea5d7ef4,37e4aa92,a73ee510,2df63e4a,730a2cb0,dc5b89d3,2d0823c1,07d13a8f,126c9dd2,56223e9e,07c540c4,ae19423f,,,f40613aa,,32c7478e,e676df61,,
0,0,301,1,1,7932,67,1,11,25,0,1,,1,05db9164,a0e12995,6a0d69bb,08a40877,4cf72387,fbad5c96,5a91237e,0b153874,a73ee510,402b6ab6,59cd5ae7,0f5dd7e4,8b216f7b,b28479f6,83763c20,3ecdadf7,d4bb7bd8,1616f155,21ddcdc9,5840adea,a884402f,,32c7478e,54c91918,9b3e8820,e75c9ae9
0,,55,2,2,50268,426,0,2,92,,0,,2,05db9164,38a947a1,f1cd6069,b265f16f,25c83c98,fe6b92e5,670c5130,6c41e35e,7cc72ec2,3bad5180,ca9f7f21,111bfffd,d13c0bfd,b28479f6,be562b57,1f9ba9d5,e5ba7672,065917ca,,,4aa50997,,3a171ecb,d4af2638,,
1,3,-1,1,,984,0,87,2,36,2,12,0,,64e77ae7,1cfdf714,de5aac09,1cf2fddd,25c83c98,3bf701e7,0df4df10,5b392875,a73ee510,acccca1c,4d8549da,1adb40a5,51b97b8f,1adce6ef,f3002fbd,44633a29,e5ba7672,e88ffc9d,ac1a2337,a458ea53,46890f65,,bcdee96c,fabc9808,cb079c2d,37845990
0,0,1,3,3,5011,108,9,11,164,0,2,,3,be589b51,38a947a1,,,25c83c98,7e0ccccf,a361412b,0b153874,a73ee510,cc912768,37e1e439,,132a0b80,07d13a8f,cd764ff2,,e5ba7672,a00a189e,,,,,dbb486d7,,,
0,,0,2,,4308,51,1,23,51,,1,,,05db9164,58e67aaf,33405363,83d5ea21,4cf72387,fbad5c96,cc8ce7f3,0b153874,a73ee510,3b08e48b,b6ac69d0,8827de87,e987b058,cfef1c29,a2327e9a,966d7566,d4bb7bd8,c21c3e4c,21ddcdc9,a458ea53,ee14fd3f,ad3062eb,3a171ecb,3fdb382b,9b3e8820,49d68486
1,,0,46,5,126784,,0,7,4,,0,,5,8cf07265,d8c4e58f,b6d26326,3ff2a092,25c83c98,13718bbd,cfb2bd47,0b153874,7cc72ec2,8a02d4f4,577ff050,5c8ffd25,b079c917,f862f261,c5c65de2,21494f0f,e5ba7672,d6301f08,21ddcdc9,5840adea,f016c30c,,c7dc6720,4aeda786,445bbe3b,6ae9621c
1,1,162,,1,2,1,1,1,1,1,1,,1,68fd1e64,f6f4fe4b,0e749a3a,47ff60a1,25c83c98,fbad5c96,68bb64a9,0b153874,a73ee510,80550809,5b83be43,4fe00be1,951771f8,b28479f6,df360709,c4ff3978,d4bb7bd8,c587eafc,,,3541211a,,32c7478e,45d8d831,,
0,,2,4,3,6805,33,4,4,33,,3,0,3,05db9164,0a519c5c,b00d1501,d16679b9,4ea20c7d,7e0ccccf,74f473d3,37e4aa92,a73ee510,34ae4e8c,2872a4bd,e0d76380,f8320f48,1adce6ef,1c4aefab,1203a270,d4bb7bd8,eea3ab97,,,73d06dde,,dbb486d7,aee52b6f,,
0,,0,26,2,41303,,0,0,78,,0,,2,68fd1e64,c319674f,74e1a23a,9a6888fb,25c83c98,fbad5c96,e885c7a5,062b5529,a73ee510,64145819,4f304956,fb8fab62,1966ae4f,b28479f6,75d3c990,c6b1e1b2,d4bb7bd8,ab368164,21ddcdc9,5840adea,99c09e97,,32c7478e,335a6a1e,e8b83407,8d8eb391
0,1,2,,1,1272,1,2,1,1,0,1,,1,5a9ed9b0,b961056b,d1b59691,8eb681c0,25c83c98,fe6b92e5,a38c4dd9,0b153874,a73ee510,6acfc6a6,5cab60cb,0826f297,ce418dc9,1adce6ef,8187184a,0abe22ad,07c540c4,5a6878f5,,,12965bb8,,3a171ecb,71292dbb,,
1,,-1,,,3673,1,29,0,14,,15,,,05db9164,58e67aaf,94e85950,ed144d10,25c83c98,6f6d9be8,08145aa3,0b153874,a73ee510,254b18fa,69926409,f4533222,2fc3058f,051219e6,d83fb924,2802a9ed,e5ba7672,c21c3e4c,841389cd,a458ea53,75571a9d,,32c7478e,fc23b5fd,9b3e8820,6551ff76
0,,-1,,,296015,,0,12,4,,0,,,5a9ed9b0,38a947a1,9b6bb943,6a14f9b9,4cf72387,fbad5c96,8323555d,5b392875,7cc72ec2,90c13779,a39a3a3e,d4deca9d,1bfa372b,07d13a8f,586a2aab,f8b34416,07c540c4,e5f8f18f,,,f3ddd519,,93bad2c0,b34f3128,,
0,,1386,,1,20063,55,1,8,56,,1,0,1,05db9164,38a947a1,a336644e,6d56089b,25c83c98,3bf701e7,788ff59f,0b153874,a73ee510,3b08e48b,9c9d4957,11d928f6,9325eab4,b28479f6,6b8ac38e,f09c47f4,776ce399,6fe9da0c,,,1cf1b565,c9d4222a,32c7478e,2c502c1d,,
0,,19,6,2,2653,,0,11,16,,0,,2,be589b51,38a947a1,78caa7e7,4302b0e4,25c83c98,fbad5c96,ac652f55,0b153874,a73ee510,3b08e48b,5a0a81aa,a72efc22,99b38f98,b28479f6,be562b57,a3a216d0,1e88c74f,065917ca,,,de42e660,,32c7478e,d4af2638,,
0,,1146,18,8,9738,66,15,13,103,,1,,8,05db9164,1cfdf714,fd59b4eb,bd279ac0,25c83c98,7e0ccccf,a3579031,0b153874,a73ee510,31990058,1054ae5c,7ad3ea51,d7ce3abd,051219e6,af56328b,924e7a8f,e5ba7672,e88ffc9d,21ddcdc9,a458ea53,700f34e5,ad3062eb,c7dc6720,68ae0fda,cb079c2d,741926d8
0,1,3,1,0,7,0,1,3,0,1,1,,0,05db9164,e5fb1af3,3b3064f2,bf2bf56f,25c83c98,13718bbd,9f4b5ff6,0b153874,a73ee510,3b08e48b,10c54501,d5a1e862,a4b00bfe,cfef1c29,1e744fde,511992da,d4bb7bd8,13145934,ae47291d,a458ea53,138d6583,,bcdee96c,a16a2421,e8b83407,7af0844d
0,0,200,,1,3620,,0,10,80,0,0,,1,05db9164,8d42d2d4,1646cf1d,fcdc5174,4cf72387,fe6b92e5,52283d1c,37e4aa92,a73ee510,efea433b,e51ddf94,c30bbcd1,3516f6e6,64c94865,5e4ae600,ffb61047,d4bb7bd8,16f4f19b,,,122d6055,,3a171ecb,d8e17d82,,
1,0,2,2,2,2309,11,8,9,33,0,1,0,2,5bfa8ab5,207b2d81,fb47f7d0,6c02aa53,43b19349,13718bbd,0bc1953a,1f89b562,a73ee510,c97556d9,47db1bd7,d9fc673a,4004a1be,07d13a8f,0c67c4ca,7e14b290,3486227d,395856b0,21ddcdc9,b1252a9d,0a47a519,,423fab69,47620345,e8b83407,6c1aedfd
1,,10,1,2,10529,34,8,1,34,,4,,2,05db9164,9b5fd12f,,,384874ce,,6b157a36,0b153874,a73ee510,26a20eb4,5097afa1,,a4456f70,07d13a8f,796a1a2e,,e5ba7672,8aaa5b67,,,,,32c7478e,,,
0,0,0,1,,21552,,,3,,0,,,,8cf07265,90081f33,36e97f3a,e96617b3,25c83c98,,9963c37d,0b153874,a73ee510,d2f1c80c,92b77f2e,ba5aae2e,7a7b8db5,64c94865,98995c3b,23b497d2,e5ba7672,7181ccc8,,,36a4f6c3,,32c7478e,3e022f4d,,
0,,10,8,6,24446,132,7,6,40,,1,,6,05db9164,3f0d3f28,210355a9,7f262f82,25c83c98,fbad5c96,940f5c4c,0b153874,a73ee510,3b08e48b,544abd9b,b6d40c72,a7caa7ae,07d13a8f,075f843b,c70b9c18,e5ba7672,744ad4a0,,,0eeb6fcd,,3a171ecb,e5fca70a,,
0,,1,5,12,4034,24,8,12,249,,5,0,12,05db9164,4c2bc594,d032c263,c18be181,25c83c98,fe6b92e5,3a0ca13a,0b153874,a73ee510,6287b8a6,7c53dc69,dfbb09fb,4fd35e8f,8ceecbc8,7ac43a46,84898b2a,e5ba7672,bc48b783,,,0014c32a,,55dd3565,3b183c5c,,
0,2,77,,,1245,4,3,2,4,0,1,3,,05db9164,270cc1b8,a0f71b83,f922efad,384874ce,fe6b92e5,468a0854,ba7cbdc6,a73ee510,3b08e48b,a60de4e5,9d89bacf,605bbc24,b28479f6,2eef01bc,e2e2fcd9,27c07bd6,86b4c7aa,,,30bb890d,,32c7478e,b34f3128,,
1,0,45,,6,738,66,16,9,650,0,4,0,6,68fd1e64,cc8e236e,1c239854,cf3dc9c2,25c83c98,fe6b92e5,81bb0302,37e4aa92,a73ee510,408fa381,b7094596,98d78b2b,1f9d2c38,07d13a8f,3a8c68b7,da1333b6,e5ba7672,775e80fe,21ddcdc9,5840adea,3ee29a07,c9d4222a,c7dc6720,c83e0347,ea9a246c,2fede552
1,,1824,3,,11275,23,4,0,31,,2,,,8cf07265,1cfdf714,a914289c,13508380,43b19349,fbad5c96,2e7e4d26,5b392875,a73ee510,b377cfd5,8fa5dd63,959b1065,70728bf9,07d13a8f,e439dd9b,a4c01a8f,e5ba7672,9df49ecd,1d1eb838,b1252a9d,56927c7c,ad3062eb,3a171ecb,45ab94c8,cb079c2d,c84c4aec
0,0,2,1,,2341,7,15,6,17,0,2,,,05db9164,b80912da,a54f0d43,a8d8f478,25c83c98,fe6b92e5,59434e5e,37e4aa92,a73ee510,3b08e48b,a04db730,b7d60708,c66b30f8,b28479f6,79fcb5cb,a802369d,e5ba7672,7119e567,8279049d,5840adea,d0df7e41,ad3062eb,bcdee96c,a0268309,e8b83407,830a37c0
1,,29,3,7,3594,20,4,7,9,,1,2,7,05db9164,bccb7a1a,fa0b5f85,c4f19e8d,4cf72387,7e0ccccf,bf9d4f90,0b153874,a73ee510,d318268a,81cae03e,768423c4,d413ef3e,b28479f6,1302f720,316f8364,27c07bd6,d51975d7,21ddcdc9,5840adea,02251bc9,,32c7478e,e0d419cd,e8b83407,96911ece
0,2,1,7,49,2,8,2,32,102,2,2,,8,5bfa8ab5,6e638bbc,7deeba7e,99cbea63,25c83c98,7e0ccccf,71c5b219,0b153874,a73ee510,4b50516d,1de95640,e1f3056f,665d1a83,07d13a8f,1f29ec61,921a13f5,07c540c4,3cb7e3f0,21ddcdc9,a458ea53,833c4620,,32c7478e,8d653a3e,445bbe3b,8e1ae331
