0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,,351,4,4,1599,,0,4,60,,0,,17,68fd1e64,38a947a1,51602699,6a14f9b9,25c83c98,fe6b92e5,dced2023,0b153874,a73ee510,3b08e48b,ac60dfda,3783ed83,d100e0ca,07d13a8f,a4861bb9,f8b34416,776ce399,e5f8f18f,,,f3ddd519,,32c7478e,b34f3128,,
0,18,-1,40,3,336,50,110,42,292,2,12,0,3,5a9ed9b0,65265295,88887c92,1fbb595c,25c83c98,7e0ccccf,f828f7fb,0b153874,a73ee510,33ecf57b,ab066900,e9f98af8,5d4198ed,07d13a8f,b30b312f,7da9962b,3486227d,abad9dca,21ddcdc9,b1252a9d,3d1d2aff,,32c7478e,4a5cfcca,9b3e8820,99e71d4d
0,,-1,,,,,0,0,1,,0,,,05db9164,38a947a1,142b42a0,9027968e,4cf72387,fe6b92e5,88002ee1,5b392875,7cc72ec2,3b08e48b,f1b78ab4,05826464,6e5da64f,07d13a8f,501fccee,0f130b6f,2005abd1,a2cb75c2,,,19887c46,,423fab69,e3baf9ac,,
0,10,28,15,9,24,12,10,9,9,2,2,,9,be589b51,207b2d81,88c384f6,b88f54e4,4cf72387,6f6d9be8,9b98e9fc,0b153874,a73ee510,f6f942d1,7f8ffe57,e2f5bfda,46f42a63,07d13a8f,90ff0d8d,b3219019,e5ba7672,25c88e42,21ddcdc9,b1252a9d,27c0669c,,32c7478e,570e3148,001f3601,6cfc7081
1,,44,9,9,18807,45,4,8,16,,1,,9,05db9164,207b2d81,e48e5552,9ddc492e,25c83c98,,a015ed43,64523cfa,a73ee510,efea433b,ccfdca2f,e5e1ca92,d76cea6e,07d13a8f,0c67c4ca,29fd6b7b,e5ba7672,395856b0,21ddcdc9,b1252a9d,e5191f27,,32c7478e,c23c2e19,001f3601,3d04cc90
0,,2,1,,3388,,0,0,10,,0,,,05db9164,38a947a1,517bfe1c,1ceec30c,25c83c98,7e0ccccf,20a04274,0b153874,a73ee510,3b08e48b,f5f5efa3,c504cddb,32d3f313,b28479f6,033862ee,38e9704f,776ce399,c04654d0,,,f52f289f,,be7c41b4,e7d518ab,,
1,,1,,,8553,,0,0,1,,0,,,05db9164,c44e8a72,75b637ed,20377150,25c83c98,,9099e7b5,0b153874,a73ee510,3b08e48b,70d4d706,23b331c3,b6a6a31e,07d13a8f,b88d2fea,1031af98,776ce399,456d734d,b93aa927,b1252a9d,0dafe080,,32c7478e,3fdb382b,724b04da,49d68486
0,3,24,32,9,132,21,18,20,146,1,7,0,21,5bfa8ab5,dd8c896e,9c69612f,13508380,0942e0a7,7e0ccccf,274b6720,0b153874,a73ee510,34ae4e8c,2872a4bd,9a7de6bc,f8320f48,07d13a8f,95275a51,6a8cc3f9,e5ba7672,3182300e,1d1eb838,b1252a9d,1c02a851,,423fab69,45ab94c8,010f6491,c84c4aec
0,,0,2,,33157,,0,0,6,,0,,,05db9164,c44e8a72,10767489,f5e89c21,25c83c98,7e0ccccf,a25cceac,5b392875,a73ee510,7a447743,5bee5497,bee4c1d0,a57cffd3,b28479f6,1addf65e,c0d85914,d4bb7bd8,456d734d,410499c1,a458ea53,f41e7bb3,,32c7478e,29ce79bf,e8b83407,0610d914
0,1,20,,1,203,24,1,18,18,1,1,,1,be589b51,d833535f,b00d1501,d16679b9,25c83c98,fbad5c96,9b98e9fc,5b392875,a73ee510,547c0ffe,7f8ffe57,e0d76380,46f42a63,b28479f6,a733d362,1203a270,07c540c4,281769c2,,,73d06dde,,32c7478e,aee52b6f,,
0,,150,,,16194,,0,2,62,,0,,,e8ef605b,403ea497,2cbec47f,3e2bfbda,25c83c98,fbad5c96,8d1db846,0b153874,a73ee510,79d97513,1bb4f435,21a23bfe,e8d4ea40,b28479f6,91f74a64,587267a3,1e88c74f,a78bd508,21ddcdc9,a458ea53,c2a93b37,c9d4222a,32c7478e,1793a828,e8b83407,2fede552
0,,121,105,55,,,0,671,202,,0,,202,05db9164,08d6d899,9143c832,f56b7dd5,25c83c98,fe6b92e5,af0809a5,d5820a5c,7cc72ec2,3b08e48b,9e12e146,ae1bb660,025225f2,07d13a8f,41f10449,bad5ee18,2005abd1,698d1c68,,,0429f84b,,be7c41b4,c0d61a5c,,
0,,-1,37,3,1497,,0,11,53,,0,,3,68fd1e64,e5fb1af3,9b953c56,7be07df9,25c83c98,fbad5c96,7eb00b77,0b153874,a73ee510,ba06e67a,c11709dc,6bca71b1,499d401f,07d13a8f,b5de5956,fb8ca891,1e88c74f,13145934,55dd3565,b1252a9d,b1ae3ed2,,423fab69,3fdb382b,e8b83407,49d68486
0,,1,,15,20253,521,9,35,183,,1,,16,5a9ed9b0,e04f8851,b00d1501,d16679b9,384874ce,7e0ccccf,e0386b63,0b153874,a73ee510,b78f3a55,371dae82,e0d76380,18fc2b1e,b28479f6,9d0aa133,1203a270,e5ba7672,b1f2cae8,,,73d06dde,,32c7478e,aee52b6f,,
0,5,21,10,5,14,5,45,15,29,1,3,,5,05db9164,1cfdf714,32146d62,d3a2acfa,25c83c98,7e0ccccf,90a2c015,8ee20c61,a73ee510,9ce4c96c,0f736a0c,0b4c6cc9,3af886ff,b28479f6,d355626a,2a2263f6,e5ba7672,6a74e011,4764bf77,a458ea53,a652233e,,423fab69,7939255b,cb079c2d,bc33111f
0,0,0,8,4,1776,240,22,16,228,0,7,,4,09ca0b81,4f25e98b,b393df87,c3fecae9,25c83c98,7e0ccccf,0c41b6a1,0b153874,a73ee510,222ae0ea,4ba74619,8d33fe00,879fa878,8ceecbc8,5525889d,0fd4fbad,e5ba7672,9e4517be,3014a4b1,5840adea,572bdde8,,55dd3565,9fa3e01a,001f3601,d9bcfc08
0,,-1,4,3,21867,,0,3,1,,0,,3,05db9164,80e26c9b,5c96da1b,66ca6f9c,25c83c98,fbad5c96,f1ff45d6,062b5529,a73ee510,9a1250bd,acc758fc,561dc7c7,9bbdb8bd,b28479f6,4c1df281,7c27297e,e5ba7672,f54016b9,21ddcdc9,b1252a9d,ace5263a,,3a171ecb,a9a2ac1a,e8b83407,ebc95c58
0,,0,80,49,4479,330,1,39,170,,1,,49,05db9164,09e68b86,a070f5e9,467803ff,25c83c98,,398e408c,0b153874,a73ee510,a4fcbe44,0f5eb504,34a77493,84550f35,1adce6ef,dbc5e126,d07baf38,d4bb7bd8,5aed7436,6f3756eb,a458ea53,58c647e1,,32c7478e,3fdb382b,c0812fc5,49d68486
1,0,48,,0,1762,113,108,1,201,0,18,1,1,5a9ed9b0,9a82ab91,d032c263,c18be181,25c83c98,fe6b92e5,8ce2a590,51d76abe,a73ee510,8c8662e4,f89fe102,dfbb09fb,83e6ca2e,07d13a8f,33d2c881,84898b2a,3486227d,004fdf10,,,0014c32a,,423fab69,3b183c5c,,
0,1,-1,11,5,105,11,1,5,5,1,1,,5,41edac3d,38a947a1,aa253ab9,14d68f78,25c83c98,fe6b92e5,86583230,0b153874,a73ee510,dc790dda,5f9d9fd9,222e76d3,406194ca,07d13a8f,5486aed3,09e577e5,d4bb7bd8,bb357d88,,,5b375aa4,,3a171ecb,289edf69,,
0,,104,1,1,4743,10,1,3,3,,1,,1,17f69355,2c16a946,8965bd1c,d691bb7d,25c83c98,7e0ccccf,d130cbd1,0b153874,a73ee510,4effc25c,9a422971,dd5e8e9f,174e4cac,b28479f6,3628a186,2e5c410a,e5ba7672,e4ca448c,,,7ace23b2,c9d4222a,3a171ecb,9117a34a,,
0,,0,7,8,3340,32,1,9,80,,1,,8,05db9164,38a947a1,567b311d,7191e8d3,4cf72387,fe6b92e5,8336c0bd,0b153874,a73ee510,3b08e48b,9cd33fcf,20e76302,570a3ead,1adce6ef,fa2f1bec,60129b68,776ce399,497c4ca9,,,e4ef2244,ad3062eb,be7c41b4,1245dccd,,
0,,2,41,,44157,,,0,,,,,,68fd1e64,04e09220,,,25c83c98,7e0ccccf,468a0854,985e3fcb,a73ee510,3b08e48b,a60de4e5,,605bbc24,b28479f6,69f825dd,,3486227d,6fc84bfb,,,,,32c7478e,,,
1,0,51,,,1425,20,1,18,19,0,1,,,87552397,421b43cd,fd6dc451,29998ed1,25c83c98,7e0ccccf,ee247b1b,0b153874,a73ee510,3b08e48b,683a8b32,6aaba33c,01c73616,b28479f6,2d0bb053,b041b04a,d4bb7bd8,2804effd,,,723b4dfd,,32c7478e,b34f3128,,
0,,1,,,13664,810,6,1,351,,2,0,,68fd1e64,7a1bc0a3,dd1e882e,f34203e3,4cf72387,7e0ccccf,7ee0fcbf,0b153874,a73ee510,51a17b6c,780660db,0a48382f,9c5fcfd8,64c94865,78916971,4e669708,e5ba7672,2f6ba926,,,81f8acaf,,423fab69,15b4ecfa,,
0,7,307,,0,1,0,16,23,75,2,7,,0,05db9164,38a947a1,1251b4f1,564106bd,25c83c98,,3a34d722,0b153874,a73ee510,1654ad3c,b8deab54,043a7646,efbb2435,07d13a8f,3a2b2190,f4b05325,e5ba7672,94d8f2d9,,,102d4a3b,,32c7478e,7beffc84,,
0,,591,6,6,6996,18,5,6,18,,1,0,6,5a9ed9b0,1cfdf714,44cb9784,cdbf4896,25c83c98,3bf701e7,0df4df10,0b153874,a73ee510,7c3cada7,4d8549da,0e1921a0,51b97b8f,b28479f6,d345b1a0,a66d4449,27c07bd6,e88ffc9d,5b885066,b1252a9d,e2244268,ad3062eb,bcdee96c,0f3002b4,e8b83407,c6468596
1,15,5,6,3,969,6,15,4,18,2,2,,3,05db9164,ea3a5818,52cfc7d3,52118c6d,25c83c98,fe6b92e5,178a87e0,0b153874,a73ee510,dcaa1dd3,9526c084,c1198291,f65030f6,07d13a8f,4e70dc14,7b73060e,e5ba7672,a1d0cc4f,b1aed9b3,a458ea53,ad4b999a,,423fab69,48adf987,1575c75f,2d49f0e7
1,4,418,1,,450,9,4,5,4,1,1,,,39af2607,f0cf0024,5d3a12c5,ee36060f,4cf72387,7e0ccccf,18ea2c75,0b153874,a73ee510,10d616e4,f36fc282,03afd96d,34f2dfec,b28479f6,a2ccf91a,fab4dda8,e5ba7672,88b0e440,21ddcdc9,5840adea,f6e47def,,32c7478e,6c1cdd05,ea9a246c,7e6f9939
0,0,243,8,4,2527,286,1,25,77,0,1,,4,8cf07265,4f25e98b,c15cd206,1a0d2640,25c83c98,7e0ccccf,5e64ce5f,0b153874,a73ee510,9de7c14e,8b94178b,f4874ca3,025225f2,07d13a8f,dfab705f,ca286ddd,07c540c4,7ef5affa,c5849342,a458ea53,220a34f1,,32c7478e,0695bc7f,8f8c5acd,0b9c48e6
0,,19,,2,14,387,0,27,329,,0,,2,68fd1e64,85af3139,d032c263,c18be181,25c83c98,fbad5c96,7195046d,1f89b562,a73ee510,acccca1c,4d8549da,dfbb09fb,51b97b8f,1adce6ef,ecd9dd20,84898b2a,d4bb7bd8,d4328054,,,0014c32a,,dbb486d7,3b183c5c,,
0,38,29,4,2,715,2,552,2,62,2,39,0,2,05db9164,287130e0,55e6d4ff,2ae5fd52,0942e0a7,fbad5c96,80d2263e,1f89b562,a73ee510,eff5602f,9d7e66c3,ea1f5513,df957573,b28479f6,9efd8b77,bd6eadbd,8efede7f,891589e7,8b067084,b1252a9d,96dfa407,,bcdee96c,a9fd91a0,ea9a246c,0b61933a
1,,-1,11,20,6793,27,11,18,27,,2,,20,5a9ed9b0,4e8d18ed,217bf148,6d159fa8,25c83c98,13718bbd,0dec8040,5b392875,a73ee510,6107684f,a9b84bd5,7ade0a31,cdc2ccda,07d13a8f,8d016df5,c76d5c91,e5ba7672,47e4d79e,21ddcdc9,a458ea53,aa64902a,,c7dc6720,91af4035,c9f3bea7,90dde0c6
1,7,-1,1,,1369,6,12,49,50,0,1,,,05db9164,38a947a1,,,25c83c98,7e0ccccf,7195046d,0b153874,a73ee510,eab78bab,4d8549da,,51b97b8f,1adce6ef,9eac7df7,,e5ba7672,a628cd1b,,,,,bcdee96c,,,
0,1,0,1,,1026,7,1,11,37,1,1,,,05db9164,e77e5e6e,ec434034,aa182ef6,25c83c98,,dcc1b63d,1f89b562,a73ee510,d04aae7d,731cd88c,6d53dabd,34d253f7,07d13a8f,2eb18840,9645b78c,d4bb7bd8,449d6705,5b885066,b1252a9d,d7623951,,32c7478e,dadea544,001f3601,47ee0e11
1,1,0,3,2,2,0,7,2,52,1,3,,0,05db9164,4e8d18ed,76c7f142,f1a7e0e7,4cf72387,,4ac9db9e,5b392875,a73ee510,3b08e48b,bc346946,8c4172bc,bcc725fc,1adce6ef,bbee52f9,b93ce7c2,e5ba7672,47e4d79e,712d530c,a458ea53,1cd17455,,32c7478e,4507844f,c9f3bea7,ff6f8ceb
1,,274,2,1,11,,0,2,1,,0,,1,05db9164,e3ce8d54,0c32eb48,a63f2c9f,4cf72387,fe6b92e5,620e5cf5,1f89b562,a73ee510,3b08e48b,2b229d2e,1f77c47a,2f1b09fd,d2dfe871,4b0401e8,89307ac4,776ce399,d9942b4c,,,f98ab242,ad3062eb,be7c41b4,e47759f6,,
0,7,16,4,2,816,45,7,8,8,1,1,,2,05db9164,207b2d81,fb47f7d0,6c02aa53,25c83c98,fe6b92e5,705feb79,0b153874,a73ee510,efea433b,cff871dc,d9fc673a,64533206,b28479f6,0739b998,7e14b290,e5ba7672,934abd6e,21ddcdc9,b1252a9d,0a47a519,c9d4222a,32c7478e,47620345,001f3601,c36f2d3c
0,,0,14,6,10008,,0,8,28,,0,,6,05db9164,207b2d81,e48e5552,9ddc492e,25c83c98,fe6b92e5,315c76f3,5b392875,a73ee510,3b08e48b,e51ddf94,e5e1ca92,3516f6e6,b28479f6,3c767806,29fd6b7b,776ce399,395856b0,21ddcdc9,b1252a9d,e5191f27,,3a171ecb,c23c2e19,001f3601,3464ae5c
0,,1,,,14385,,0,0,3,,0,,,05db9164,8db5bc37,f5359d0c,4b8137fe,f281d2a7,fbad5c96,e88f1cec,f504a6f4,a73ee510,3b08e48b,8f410860,1da0c261,b8eec0b1,b28479f6,7d775e9e,7db2eaad,776ce399,821c30b8,,,7acf525b,,be7c41b4,a8b9ad80,,
1,0,5,4,4,6209,156,4,5,211,0,2,,4,5a9ed9b0,04e09220,95e13fd4,a1e6a194,25c83c98,6f6d9be8,5fdf8069,0b153874,a73ee510,8a592574,8b6b3f43,8882c6cd,083755dd,b28479f6,69f825dd,23056e4f,e5ba7672,6fc84bfb,,,5155d8a3,,32c7478e,ded4aac9,,
0,,242,3,1,36008,,,1,,,,,1,05db9164,2c16a946,f1c31d1f,f85c9252,25c83c98,7e0ccccf,81b62616,0b153874,a73ee510,06ee81ba,fa1b06e6,73549d97,0eb69562,07d13a8f,18231224,f2648410,e5ba7672,74ef3502,,,9dcc8f65,,423fab69,9117a34a,,
0,0,25,5,5,1635,120,13,5,125,0,3,0,5,68fd1e64,90081f33,e5e83a99,7e1bc1c9,4cf72387,fe6b92e5,f744980f,0b153874,a73ee510,4be9ce03,48e01e3c,cc5f18bb,613b2c28,b28479f6,dba8012a,e840179e,e5ba7672,7181ccc8,,,99935e97,78e2e389,32c7478e,1305f2b2,,
0,1,0,,0,0,0,1,0,0,1,1,,0,68fd1e64,13f25995,daf652b9,35d9e6fe,25c83c98,fe6b92e5,38eb9cf4,0b153874,a73ee510,547c0ffe,7f8ffe57,06cf9db9,46f42a63,b28479f6,eb0f6b30,1a190c21,d4bb7bd8,c7cf2414,,,4457c150,,32c7478e,4fe18e82,,
1,2,-1,,,485,14,95,18,171,1,20,0,,68fd1e64,1cfdf714,cd246548,341b0277,25c83c98,fe6b92e5,1cebe213,1f89b562,a73ee510,28daff0d,1054ae5c,c8b034f6,d7ce3abd,051219e6,af56328b,272ac30b,27c07bd6,e88ffc9d,d7a14759,a458ea53,8b20eafb,,c7dc6720,5e267099,cb079c2d,a6c0c64e
1,0,6,15,12,2748,17,6,14,117,0,1,,12,05db9164,4322636e,0496d5c7,f09d399b,25c83c98,fbad5c96,4323f1e3,0b153874,a73ee510,28503410,b04bbf38,61104d70,ae73a7bb,b28479f6,55ef2202,6a4fdb11,e5ba7672,9d3171e9,21ddcdc9,5840adea,17a49741,c9d4222a,32c7478e,0b95f1c5,ea9a246c,04a4756f
1,,31,3,1,12411,12,4,1,15,,1,,1,05db9164,207b2d81,cb83e88a,1a978569,25c83c98,fe6b92e5,5e64ce5f,0b153874,a73ee510,88b0ca3c,8b94178b,cc43d709,025225f2,07d13a8f,90ff0d8d,154c270a,e5ba7672,25c88e42,21ddcdc9,5840adea,abc83cff,,32c7478e,a78905c5,001f3601,c97d7481
1,25,1,5,2,1,0,225,21,312,3,40,,0,68fd1e64,1cfdf714,b2b6c8d7,604d9b7d,25c83c98,,7195046d,0b153874,a73ee510,f51aaa12,4d8549da,a2325338,51b97b8f,b28479f6,d345b1a0,0601f8f1,e5ba7672,e88ffc9d,712d530c,b1252a9d,c66d01aa,,bcdee96c,1b06d1e6,cb079c2d,3a490508
0,,-1,,,1334,8,16,1,20,,3,0,,41edac3d,1cfdf714,0f3922b0,16142a6b,4cf72387,3bf701e7,7195046d,0b153874,a73ee510,9e5006cd,4d8549da,978e628c,51b97b8f,1adce6ef,f3002fbd,9226ac75,8efede7f,e88ffc9d,0bcf2bf3,a458ea53,a3ccb05c,,bcdee96c,bb91d5e1,cb079c2d,368bdcb4
0,0,0,11,5,1391,166,3,33,99,0,1,,5,68fd1e64,207b2d81,d9cf7beb,b9f4f631,25c83c98,7e0ccccf,38eb9cf4,1f89b562,a73ee510,4ce8f99f,7f8ffe57,0ae4d3b9,46f42a63,07d13a8f,0bf0feff,06dbe305,07c540c4,fa0643ee,21ddcdc9,b1252a9d,f36e8248,,32c7478e,205bfdc6,001f3601,0653fd2d
0,,20,10,5,8128,70,30,7,16,,3,,5,68fd1e64,f6f4fe4b,1d7615d7,36931dc5,25c83c98,7e0ccccf,7f14ae96,1f89b562,a73ee510,3044b0a2,c3ef34ee,df53a2e0,d69427e9,07d13a8f,9ca59173,8aeb6ed4,e5ba7672,ca5a75f3,,,22db7322,c9d4222a,55dd3565,d339d9f9,,
0,3,6,181,26,685,55,3,43,43,1,1,,43,287e684f,421b43cd,d0cef463,29998ed1,25c83c98,fe6b92e5,3c38cb28,37e4aa92,a73ee510,461a7e93,2a0683ab,6aaba33c,e5cf62b4,b28479f6,2d0bb053,b041b04a,07c540c4,2804effd,,,723b4dfd,,bcdee96c,b34f3128,,
1,44,1,1,6,486,20,104,47,255,1,5,0,6,68fd1e64,c8687797,e132d976,9bb68660,25c83c98,7e0ccccf,753aa291,0b153874,a73ee510,a384f95f,d20ffd8f,3d23dcb0,6619af2b,07d13a8f,5db1ef75,a5285f09,e5ba7672,a7e06874,21ddcdc9,a458ea53,d9f6ea24,,3a171ecb,f54f8489,010f6491,c62f65c9
1,0,0,1,,2753,63,8,6,56,0,1,,,05db9164,78ccd99e,ab1a283a,edb2f8bb,384874ce,7e0ccccf,a1eeac3d,0b153874,a73ee510,12bb8262,2e9d5aa6,5f56a9f3,0a9ac04c,b28479f6,1ca2ec64,b1786612,e5ba7672,e7e991cb,1d1eb838,b1252a9d,f55dccb9,ad3062eb,32c7478e,5752988a,33d94071,c15b1dd5
0,,44,1,1,72698,44,0,3,42,,0,,1,8cf07265,1612be27,399a4273,8dd4e9d8,4cf72387,7e0ccccf,6f441cf5,0b153874,7cc72ec2,5c83c2dd,1054ae5c,db21f79c,d7ce3abd,b28479f6,a7541387,60c1f2f7,07c540c4,ce500fd8,21ddcdc9,5840adea,6f6b2977,,3a171ecb,798b43db,cb079c2d,56be3401
0,2,1,30,6,5,3,2,7,6,1,1,0,3,05db9164,207b2d81,3c5f3c81,660dd111,25c83c98,fbad5c96,4aa938fc,0b153874,a73ee510,6f506765,2b9c7071,57676afe,1aa94af3,64c94865,11b2ae92,1397bef2,e5ba7672,395856b0,21ddcdc9,a458ea53,12ad5e03,,32c7478e,944ed2e9,001f3601,6f451ccf
0,,103,4,,47291,,,0,,,,,,05db9164,6e638bbc,db080e48,106063a9,30903e74,,85697ec5,0b153874,7cc72ec2,511c598a,95f54440,496d0124,fd8358ed,051219e6,3d5d2969,2873aefc,d4bb7bd8,3cb7e3f0,21ddcdc9,a458ea53,e2dcbcdf,,32c7478e,67dc6ad3,445bbe3b,93cca2a3
1,9,0,11,2,17,2,11,2,2,1,2,,2,68fd1e64,3ab4d7f5,109ddc69,73ad28a8,4cf72387,fe6b92e5,0dec8040,5b392875,a73ee510,bec43bb3,a9b84bd5,d72a8b65,cdc2ccda,07d13a8f,0507b832,4b6488bc,e5ba7672,b76fb0de,21ddcdc9,a458ea53,6f393b20,,423fab69,65e74c52,c9f3bea7,2f494e85
0,4,1,118,1,2,1,11,49,155,2,5,,1,87552397,73a46ff0,72ab9aba,af301b63,25c83c98,e3520422,ed433b46,1f89b562,a73ee510,3b08e48b,daeb791d,8dbab7ce,07f1a7eb,b28479f6,4f648a87,d1bbd1aa,e5ba7672,da507f45,21ddcdc9,5840adea,ce33a7c4,,be7c41b4,60e529fc,ea9a246c,a6a3bbb5
1,,-1,,,30078,3,1,4,3,,1,,,05db9164,b961056b,90551b99,b8a1d5a8,25c83c98,fbad5c96,8d801483,5b392875,a73ee510,e89c0804,cacf7f71,63cfca3d,88a225ed,1adce6ef,8187184a,e1c18b02,1e88c74f,5a6878f5,,,b32a2538,,32c7478e,3b047130,,
1,,1,,2,10998,104,0,2,2,,0,,2,68fd1e64,f6f4fe4b,b42f82e7,07f72e07,384874ce,fe6b92e5,5417eef9,5b392875,a73ee510,3cb12840,0ced815c,400dc993,fac4c83d,64c94865,4fda094b,0a22e67a,07c540c4,56ee3543,,,8045f6bd,,32c7478e,c5cbfccf,,
0,3,1,5,10,1016,74,10,22,888,1,5,1,10,68fd1e64,38d50e09,ff9da635,1d1cbbf1,25c83c98,,d4ab9344,0b153874,a73ee510,e5c1c957,2bcfb78f,d3afcde9,e6fc496d,b28479f6,4be6e448,7be601af,3486227d,19fec6cc,21ddcdc9,a458ea53,bd45fc50,,32c7478e,d4d807fa,001f3601,c27f155b
0,7,0,31,25,4,32,12,24,40,1,3,,25,8cf07265,58e67aaf,856de8eb,66ca6f9c,4cf72387,,d5b22f0b,1f89b562,a73ee510,fbbf2c95,fee58969,fd1ace42,a8840224,051219e6,d83fb924,ec6e1470,e5ba7672,c21c3e4c,21ddcdc9,a458ea53,a40590da,,32c7478e,a9a2ac1a,9b3e8820,11616784
1,2,38,3,0,0,0,4,0,56,1,2,0,0,5a9ed9b0,a796837e,08de7b18,97ce69e9,25c83c98,7e0ccccf,36b21dc8,1f89b562,a73ee510,05bd6522,0f1fa8b8,c5011072,e4e9ce3a,cfef1c29,98eddd86,5a9431f3,e5ba7672,e90118d1,,,e754c5e1,,3a171ecb,8fc66e78,,
1,1,880,,,1139,2,1,2,9,1,1,,,05db9164,d4bd9877,9b1ae7bb,64fe4073,4cf72387,3bf701e7,90a2c015,a61cc0ef,a73ee510,d6e85762,0f736a0c,1b954ba4,3af886ff,d2dfe871,356fa1ec,4d790d0c,e5ba7672,5a87d8e9,,,08be7ea6,,423fab69,65d7d87d,,
0,,10,2,1,41315,253,0,1,2,,0,,1,05db9164,38a947a1,c024e760,35d9e6fe,4cf72387,fe6b92e5,bbbdfa16,5b392875,a73ee510,3b08e48b,19192980,cad8f137,b91933a8,07d13a8f,5d69c8e9,5015d391,1e88c74f,23a483c8,,,80a18360,,c7dc6720,4fe18e82,,
0,2,4,22,7,7,19,2,7,7,1,1,0,7,05db9164,421b43cd,f1dd680b,29998ed1,25c83c98,7e0ccccf,b45db245,0b153874,a73ee510,147a12f7,aadb87b9,6aaba33c,e9332a03,b28479f6,2d0bb053,b041b04a,3486227d,2804effd,,,723b4dfd,,3a171ecb,b34f3128,,
